filename,population_size,n_generations,mutate_mode,crossover_mode,best_score,fittest,time
		 (id: 3226, score: 100, library_id: 3, scanned: True)
		 (id: 3227, score: 100, library_id: 3, scanned: True)
		 (id: 3228, score: 100, library_id: 3, scanned: True)
		 (id: 3229, score: 100, library_id: 3, scanned: True)
		 (id: 3230, score: 100, library_id: 3, scanned: True)
		 (id: 3231, score: 100, library_id: 3, scanned: True)
		 (id: 3232, score: 100, library_id: 3, scanned: True)
		 (id: 3233, score: 100, library_id: 3, scanned: True)
		 (id: 3234, score: 100, library_id: 3, scanned: True)
		 (id: 3235, score: 100, library_id: 3, scanned: True)
		 (id: 3236, score: 100, library_id: 3, scanned: True)
		 (id: 3237, score: 100, library_id: 3, scanned: True)
		 (id: 3238, score: 100, library_id: 3, scanned: True)
		 (id: 3239, score: 100, library_id: 3, scanned: True)
		 (id: 3240, score: 100, library_id: 3, scanned: True)
		 (id: 3241, score: 100, library_id: 3, scanned: True)
		 (id: 3242, score: 100, library_id: 3, scanned: True)
		 (id: 3243, score: 100, library_id: 3, scanned: True)
		 (id: 3244, score: 100, library_id: 3, scanned: True)
		 (id: 3245, score: 100, library_id: 3, scanned: True)
		 (id: 3246, score: 100, library_id: 3, scanned: True)
		 (id: 3247, score: 100, library_id: 3, scanned: True)
		 (id: 3248, score: 100, library_id: 3, scanned: True)
		 (id: 3249, score: 100, library_id: 3, scanned: True)
		 (id: 3250, score: 100, library_id: 3, scanned: True)
		 (id: 3251, score: 100, library_id: 3, scanned: True)
		 (id: 3252, score: 100, library_id: 3, scanned: True)
		 (id: 3253, score: 100, library_id: 3, scanned: True)
		 (id: 3254, score: 100, library_id: 3, scanned: True)
		 (id: 3255, score: 100, library_id: 3, scanned: True)
		 (id: 3256, score: 100, library_id: 3, scanned: True)
		 (id: 3257, score: 100, library_id: 3, scanned: True)
		 (id: 3258, score: 100, library_id: 3, scanned: True)
		 (id: 3259, score: 100, library_id: 3, scanned: True)
		 (id: 3260, score: 100, library_id: 3, scanned: True)
		 (id: 3261, score: 100, library_id: 3, scanned: True)
		 (id: 3262, score: 100, library_id: 3, scanned: True)
		 (id: 3263, score: 100, library_id: 3, scanned: True)
		 (id: 3264, score: 100, library_id: 3, scanned: True)
		 (id: 3265, score: 100, library_id: 3, scanned: True)
		 (id: 3266, score: 100, library_id: 3, scanned: True)
		 (id: 3267, score: 100, library_id: 3, scanned: True)
		 (id: 3268, score: 100, library_id: 3, scanned: True)
		 (id: 3269, score: 100, library_id: 3, scanned: True)
		 (id: 3270, score: 100, library_id: 3, scanned: True)
		 (id: 3271, score: 100, library_id: 3, scanned: True)
		 (id: 3272, score: 100, library_id: 3, scanned: True)
		 (id: 3273, score: 100, library_id: 3, scanned: True)
		 (id: 3274, score: 100, library_id: 3, scanned: True)
		 (id: 3275, score: 100, library_id: 3, scanned: True)
		 (id: 3276, score: 100, library_id: 3, scanned: True)
		 (id: 3277, score: 100, library_id: 3, scanned: True)
		 (id: 3278, score: 100, library_id: 3, scanned: True)
		 (id: 3279, score: 100, library_id: 3, scanned: True)
		 (id: 3280, score: 100, library_id: 3, scanned: True)
		 (id: 3281, score: 100, library_id: 3, scanned: True)
		 (id: 3282, score: 100, library_id: 3, scanned: True)
		 (id: 3283, score: 100, library_id: 3, scanned: True)
		 (id: 3284, score: 100, library_id: 3, scanned: True)
		 (id: 3285, score: 100, library_id: 3, scanned: True)
		 (id: 3286, score: 100, library_id: 3, scanned: True)
		 (id: 3287, score: 100, library_id: 3, scanned: True)
		 (id: 3288, score: 100, library_id: 3, scanned: True)
		 (id: 3289, score: 100, library_id: 3, scanned: True)
		 (id: 3290, score: 100, library_id: 3, scanned: True)
		 (id: 3291, score: 100, library_id: 3, scanned: True)
		 (id: 3292, score: 100, library_id: 3, scanned: True)
		 (id: 3293, score: 100, library_id: 3, scanned: True)
		 (id: 3294, score: 100, library_id: 3, scanned: True)
		 (id: 3295, score: 100, library_id: 3, scanned: True)
		 (id: 3296, score: 100, library_id: 3, scanned: True)
		 (id: 3297, score: 100, library_id: 3, scanned: True)
		 (id: 3298, score: 100, library_id: 3, scanned: True)
		 (id: 3299, score: 100, library_id: 3, scanned: True)
		 (id: 3300, score: 100, library_id: 3, scanned: True)
